"tby_10yr","tby_1yr","sp500_rtn","sp500_divd","Baa_cs","Aaa_cs","BBB_default","mhp_gr","rent_gr"
1,0.774558155706511,0.0502191067857554,-0.049169126177589,-0.532756087480369,-0.593271568106541,0.00270809268242244,0.036252251439776,-0.0945872420144657
0,0.632502698356717,-0.0642644446431783,0.229349712196551,-0.0666542648390302,-0.118286802624921,0.0895890613792727,-0.0973453149101283,0.0149653534351475
0,0,0.996668511827451,-0.367157146847437,-0.41318452214343,-0.266026566240892,0.0124182587206184,0.128576043705766,0.00264611001799901
0,0,0,0.900098181347536,0.0783377324560055,-0.121253690192253,0.0856538793224745,-0.0454899320752256,0.0241631037914105
0,0,0,0,0.731348009203645,0.53251509599151,0.113110000762603,-0.0212362150632353,0.170562878736973
0,0,0,0,0,0.51477389212272,-0.112944218998388,-0.0948066216145435,-0.0473272518988876
0,0,0,0,0,0,0.979247362643827,0.0573830869689421,0.0208834642974158
0,0,0,0,0,0,0,0.978711622488003,0.135779509777238
0,0,0,0,0,0,0,0,0.969553853909025
